id,name,common_name,messier_id,caldwell_id,ra_deg,dec_deg,type,mag,size_arcmin,surface_brightness,tags
NGC6302,NGC6302,Bug Nebula,,C69,258.435958,-37.103139,planetary_nebula,9.60,0.74,,caldwell
NGC6304,NGC6304,,,,258.635458,-29.462278,globular_cluster,9.03,3.60,,
NGC6305,NGC6305,,,,259.503833,-59.172083,galaxy,12.15,1.50,23.10,
NGC6316,NGC6316,,,,259.155875,-28.140028,globular_cluster,9.03,4.80,,
NGC6325,NGC6325,,,,259.496958,-23.766028,globular_cluster,11.49,4.02,,
NGC6333,NGC6333,,M9,,259.799083,-18.516250,globular_cluster,8.42,6.90,,messier
NGC6334,NGC6334,,,,260.207083,-36.102722,supernova_remnant,,8.40,,
NGC6337,NGC6337,,,,260.565042,-38.483722,planetary_nebula,12.30,0.85,,
NGC6338,NGC6338,,,,258.845792,57.411194,galaxy,12.42,1.39,23.38,
NGC6340,NGC6340,,,,257.603542,72.304444,galaxy,11.11,2.96,23.10,
NGC6341,NGC6341,,M92,,259.280292,43.136528,globular_cluster,6.52,14.40,,messier
NGC6342,NGC6342,,,,260.292250,-19.587417,globular_cluster,10.01,6.60,,
NGC6352,NGC6352,,,C81,261.371500,-48.422694,globular_cluster,8.87,7.20,,caldwell
NGC6355,NGC6355,,,,260.994375,-26.353417,globular_cluster,11.05,2.70,,
NGC6356,NGC6356,,,,260.895792,-17.813028,globular_cluster,7.42,5.40,,
NGC6357,NGC6357,the War and Peace Nebula,,,261.181542,-34.201333,emission_nebula,,3.90,,
NGC6362,NGC6362,,,,262.978500,-67.047861,globular_cluster,8.86,8.40,,
NGC6366,NGC6366,,,,261.934708,-5.076639,globular_cluster,,13.80,,
NGC6369,NGC6369,Little Ghost Nebula,,,262.335417,-23.759444,planetary_nebula,11.40,0.63,,
NGC6380,NGC6380,,,,263.618417,-39.069667,globular_cluster,,3.90,,
NGC6384,NGC6384,,,,263.101250,7.060278,galaxy,10.63,1.78,21.72,
NGC6388,NGC6388,,,,264.072625,-44.735611,globular_cluster,7.40,8.40,,
NGC6389,NGC6389,,,,263.165708,16.401778,galaxy,12.10,1.06,21.79,
NGC6392,NGC6392,,,,265.876542,-69.785194,galaxy,12.27,1.82,,
NGC6397,NGC6397,,,C86,265.172333,-53.673694,globular_cluster,5.17,15.30,,caldwell;southern_showpiece
NGC6401,NGC6401,,,,264.653875,-23.908778,globular_cluster,10.71,4.50,,
NGC6402,NGC6402,,M14,,264.400667,-3.245917,globular_cluster,5.73,,,messier;showpiece
NGC6411,NGC6411,,,,263.886875,60.813389,galaxy,11.86,1.46,22.88,
NGC6412,NGC6412,,,,262.406292,75.704417,galaxy,11.83,1.98,22.63,
NGC6426,NGC6426,,,,266.227958,3.170139,globular_cluster,,5.70,,
NGC6438,NGC6438,,,,275.572833,-85.402056,galaxy,11.61,1.62,22.11,
NGC6440,NGC6440,,,,267.219458,-20.359583,globular_cluster,10.10,5.10,,
NGC6441,NGC6441,,,,267.553500,-37.051083,globular_cluster,8.00,4.80,,
NGC6445,NGC6445,Little Gem,,,267.312750,-20.009500,planetary_nebula,11.20,0.55,,
NGC6453,NGC6453,,,,267.715458,-34.599889,globular_cluster,10.49,5.40,,
NGC6482,NGC6482,,,,267.953375,23.071944,galaxy,11.33,1.87,22.64,
NGC6483,NGC6483,,,,269.878375,-63.668722,galaxy,11.96,1.66,23.18,
NGC6487,NGC6487,,,,268.174375,29.838639,galaxy,11.97,1.69,23.15,
NGC6492,NGC6492,,,,270.701458,-66.430639,galaxy,11.94,1.88,22.56,
NGC6496,NGC6496,,,,269.765417,-44.266306,globular_cluster,9.96,4.62,,
NGC6503,NGC6503,,,,267.360125,70.144361,galaxy,10.12,3.96,22.55,
NGC6517,NGC6517,,,,270.459958,-8.959500,globular_cluster,11.08,4.80,,
NGC6522,NGC6522,,,,270.891958,-30.033972,globular_cluster,9.48,3.90,,
NGC6528,NGC6528,,,,271.206708,-30.055778,globular_cluster,10.65,3.60,,
NGC6530,NGC6530,,,,271.129292,-24.358056,emission_nebula,4.60,6.00,,
NGC6535,NGC6535,,,,270.961208,-0.296917,globular_cluster,9.85,3.60,,
NGC6539,NGC6539,,,,271.207292,-7.585861,globular_cluster,,6.00,,
NGC6540,NGC6540,,,,271.533125,-27.762806,globular_cluster,,4.08,,
NGC6541,NGC6541,,,C78,272.009708,-43.715889,globular_cluster,7.32,7.50,,caldwell
NGC6543,NGC6543,Cat's Eye Nebula,,C6,269.639125,66.633194,planetary_nebula,9.01,0.90,,caldwell
NGC6544,NGC6544,,,,271.833333,-24.998361,globular_cluster,9.90,6.00,,
NGC6548,NGC6548,,,,271.496833,18.587250,galaxy,11.73,2.51,23.61,
NGC6553,NGC6553,,,,272.322833,-25.907861,globular_cluster,9.08,5.40,,
NGC6555,NGC6555,,,,271.954875,17.604889,galaxy,12.39,1.79,23.03,
NGC6558,NGC6558,,,,272.576583,-31.763472,globular_cluster,11.29,5.40,,
NGC6563,NGC6563,,,,273.010417,-33.868333,planetary_nebula,11.00,0.79,,
NGC6569,NGC6569,,,,273.411125,-31.827667,globular_cluster,9.47,4.50,,
NGC6574,NGC6574,,,,272.963458,14.981778,galaxy,11.96,1.39,22.30,
NGC6584,NGC6584,,,,274.656875,-52.215167,globular_cluster,8.17,5.10,,
NGC6624,NGC6624,,,,275.919042,-30.361278,globular_cluster,,3.30,,
NGC6626,NGC6626,,M28,,276.137042,-24.869833,globular_cluster,6.90,5.10,,messier
NGC6632,NGC6632,,,,276.262875,27.535306,galaxy,12.15,1.78,23.06,
NGC6637,NGC6637,,M69,,277.846792,-32.347972,globular_cluster,8.31,5.70,,messier
NGC6638,NGC6638,,,,277.734375,-25.496417,globular_cluster,9.68,4.20,,
NGC6642,NGC6642,,,,277.975917,-23.476139,globular_cluster,10.24,3.90,,
NGC6643,NGC6643,,,,274.943375,74.568361,galaxy,11.11,2.47,22.51,
NGC6652,NGC6652,,,,278.940625,-32.990306,globular_cluster,9.75,5.10,,
NGC6654,NGC6654,,,,276.031542,73.183222,galaxy,11.84,2.57,23.84,
NGC6656,NGC6656,,M22,,279.100833,-23.903417,globular_cluster,6.17,12.60,,messier;showpiece
NGC6658,NGC6658,,,,278.481875,22.888278,galaxy,11.80,0.88,22.31,
NGC6660,NGC6660,,,,278.652792,22.909667,galaxy,12.36,1.54,23.49,
NGC6673,NGC6673,,,,281.276333,-62.297222,galaxy,11.72,2.02,23.43,
NGC6674,NGC6674,,,,279.641125,25.375139,galaxy,12.07,3.02,24.18,
NGC6681,NGC6681,,M70,,280.802667,-32.291889,globular_cluster,9.06,6.60,,messier
NGC6684,NGC6684,,,,282.241167,-65.173444,galaxy,10.50,3.58,23.15,
NGC6689,NGC6689,,,,278.709375,70.523917,galaxy,12.28,2.10,23.29,
NGC6699,NGC6699,,,,283.008500,-57.320750,galaxy,12.21,1.73,22.74,
NGC6702,NGC6702,,,,281.739917,45.705667,galaxy,12.24,1.53,23.19,
NGC6703,NGC6703,,,,281.828458,45.550639,galaxy,11.38,2.41,23.07,
NGC6712,NGC6712,,,,283.270375,-8.705472,globular_cluster,8.69,5.70,,
NGC6715,NGC6715,,M54,,283.763625,-30.478500,globular_cluster,7.70,5.10,,messier
NGC6717,NGC6717,,,,283.775167,-22.701611,globular_cluster,10.35,3.90,,
NGC6720,NGC6720,Ring Nebula,M57,,283.395875,33.028583,planetary_nebula,8.80,1.27,,messier
NGC6721,NGC6721,,,,285.211708,-57.759444,galaxy,12.04,1.74,23.33,
NGC6723,NGC6723,,,,284.888125,-36.631472,globular_cluster,,9.30,,
NGC6725,NGC6725,,,,285.485917,-53.863083,galaxy,12.45,1.58,24.08,
NGC6730,NGC6730,,,,286.890208,-68.912806,galaxy,12.06,2.02,23.62,
NGC6739,NGC6739,,,,286.953167,-61.368111,galaxy,12.14,1.77,23.90,
NGC6744,NGC6744,,,C101,287.442083,-63.857528,galaxy,9.25,12.71,23.47,caldwell
NGC6749,NGC6749,,,,286.315000,1.900611,globular_cluster,12.40,5.10,,
NGC6752,NGC6752,,,C93,287.715750,-59.981861,globular_cluster,6.28,13.20,,caldwell;southern_showpiece
NGC6753,NGC6753,,,,287.848500,-57.049556,galaxy,11.04,2.79,22.92,
NGC6754,NGC6754,,,,287.857167,-50.641806,galaxy,12.22,1.55,22.71,
NGC6758,NGC6758,,,,288.468083,-56.309944,galaxy,11.39,2.45,23.66,
NGC6760,NGC6760,,,,287.800250,1.030472,globular_cluster,9.78,5.40,,
NGC6769,NGC6769,,,,289.594500,-60.501083,galaxy,11.77,2.52,23.40,
NGC6770,NGC6770,,,,289.655500,-60.496472,galaxy,11.86,2.06,23.14,
NGC6776,NGC6776,,,,291.329792,-63.860167,galaxy,12.07,1.81,23.41,
NGC6779,NGC6779,,M56,,289.147958,30.184500,globular_cluster,8.40,5.80,,messier
NGC6781,NGC6781,,,,289.617750,6.539722,planetary_nebula,11.40,1.80,,
NGC6782,NGC6782,,,,290.991250,-59.922472,galaxy,11.98,1.97,23.13,
NGC6788,NGC6788,,,,291.707292,-54.951306,galaxy,12.05,2.12,23.48,
NGC6804,NGC6804,,,,292.897458,9.225167,planetary_nebula,12.00,0.58,,
NGC6809,NGC6809,,M55,,294.997500,-30.962083,globular_cluster,6.49,12.00,,messier;showpiece;southern_showpiece
NGC6810,NGC6810,,,,295.892708,-58.655583,galaxy,11.42,2.42,23.18,
NGC6813,NGC6813,,,,295.093500,27.309556,planetary_nebula,,3.00,,
NGC6814,NGC6814,,,,295.669333,-10.323500,galaxy,11.32,1.91,22.23,
NGC6818,NGC6818,Little Gem Nebula,,,295.990542,-14.153167,planetary_nebula,9.30,0.77,,
NGC6822,NGC6822,Barnard's Galaxy,,C57,296.240583,-14.803444,galaxy,10.05,17.06,24.25,caldwell
NGC6823,NGC6823,,,,295.791208,23.299944,emission_nebula,7.10,6.00,,
NGC6824,NGC6824,,,,295.919583,56.109472,galaxy,11.76,1.65,22.88,
NGC6835,NGC6835,,,,298.637292,-12.567583,galaxy,12.46,1.68,23.63,
NGC6838,NGC6838,,M71,,298.442125,18.778389,globular_cluster,6.10,6.90,,messier;showpiece
NGC6847,NGC6847,,,,299.157583,30.212917,emission_nebula,,10.00,,
NGC6849,NGC6849,,,,301.565083,-40.198306,galaxy,12.12,1.78,23.42,
NGC6851,NGC6851,,,,300.893208,-48.284500,galaxy,11.84,1.94,23.23,
NGC6853,NGC6853,Dumbbell Nebula,M27,,299.901583,22.721028,planetary_nebula,7.40,6.70,,messier
NGC6854,NGC6854,,,,301.411667,-54.375611,galaxy,12.35,1.95,23.83,
NGC6857,NGC6857,,,,300.450542,33.525917,emission_nebula,11.40,0.63,,
NGC6861,NGC6861,,,,301.831167,-48.370222,galaxy,11.04,2.77,23.32,
NGC6861D,NGC6861D,,,,302.081167,-48.211417,galaxy,11.94,1.60,23.93,
NGC6864,NGC6864,,M75,,301.520167,-21.922222,globular_cluster,8.26,3.60,,messier
NGC6868,NGC6868,,,,302.475292,-48.379556,galaxy,10.59,3.35,23.31,
NGC6869,NGC6869,,,,300.176708,66.227528,galaxy,12.23,1.44,22.88,
NGC6870,NGC6870,,,,302.545250,-48.287083,galaxy,11.94,1.82,23.41,
NGC6872,NGC6872,,,,304.235667,-70.767944,galaxy,11.64,3.25,24.03,
NGC6875,NGC6875,,,,303.301958,-46.161639,galaxy,12.03,1.73,23.36,
NGC6876,NGC6876,,,,304.579792,-70.858806,galaxy,10.83,3.23,23.51,
NGC6877,NGC6877,,,,304.650833,-70.853056,galaxy,12.23,1.76,23.87,
NGC6878,NGC6878,,,,303.471833,-44.526750,galaxy,12.42,1.44,23.23,
NGC6887,NGC6887,,,,304.322042,-52.796750,galaxy,12.08,2.31,23.44,
NGC6888,NGC6888,Crescent Nebula,,C27,303.027292,38.354944,emission_nebula,7.44,15.00,,caldwell
NGC6893,NGC6893,,,,305.206833,-48.239083,galaxy,11.71,2.33,23.75,
NGC6894,NGC6894,,,,304.100208,30.565083,planetary_nebula,12.30,0.67,,
NGC6902,NGC6902,,,,306.117250,-43.653528,galaxy,11.48,2.40,22.70,
NGC6905,NGC6905,Blue Flash Nebula,,,305.595792,20.104528,planetary_nebula,11.10,0.67,,
NGC6907,NGC6907,,,,306.277625,-24.809167,galaxy,11.16,3.00,23.09,
NGC6908,NGC6908,,,,306.287375,-24.801139,galaxy,12.31,1.44,,
NGC6909,NGC6909,,,,306.912042,-47.027028,galaxy,11.99,1.82,23.33,
NGC6920,NGC6920,,,,310.989167,-80.000833,galaxy,11.97,2.08,23.75,
NGC6923,NGC6923,,,,307.912792,-30.831889,galaxy,12.01,1.89,22.99,
NGC6925,NGC6925,,,,308.585708,-31.980889,galaxy,11.35,2.92,23.06,
NGC6934,NGC6934,,,C47,308.547875,7.404111,globular_cluster,9.75,5.40,,caldwell
NGC6935,NGC6935,,,,309.584250,-52.110444,galaxy,12.00,2.04,23.19,
NGC6942,NGC6942,,,,310.157708,-54.303056,galaxy,11.97,1.98,23.41,
NGC6943,NGC6943,,,,311.140583,-68.747722,galaxy,11.39,2.99,23.24,
NGC6946,NGC6946,Fireworks Galaxy,,C12,308.718000,60.153917,galaxy,9.05,11.12,23.73,caldwell
NGC6951,NGC6951,,,,309.308708,66.105639,galaxy,12.41,2.64,22.89,
NGC6958,NGC6958,,,,312.177458,-37.997417,galaxy,11.40,2.16,23.08,
NGC6960,NGC6960,Veil Nebula,,C34,311.492417,30.595139,supernova_remnant,7.00,185.00,,caldwell
NGC6962,NGC6962,,,,311.829417,0.320806,galaxy,11.89,2.35,23.73,
NGC6974,NGC6974,,,,312.768000,31.828111,supernova_remnant,,,,
NGC6979,NGC6979,,,,312.616708,32.025889,supernova_remnant,,5.00,,
NGC6981,NGC6981,,M72,,313.366292,-12.537056,globular_cluster,8.96,4.50,,messier
NGC6987,NGC6987,,,,314.543167,-48.630306,galaxy,12.45,1.83,23.85,
NGC6992,NGC6992,Eastern Veil,,C33,314.079458,31.742750,supernova_remnant,7.00,34.00,,caldwell
NGC6995,NGC6995,Eastern Veil,,C33,314.294833,31.235167,supernova_remnant,7.00,12.00,,caldwell
NGC6997,NGC6997,,,,314.164375,44.631500,emission_nebula,10.00,6.90,,
NGC7000,NGC7000,North America Nebula,,C20,314.821417,44.528778,emission_nebula,4.00,75.00,,caldwell
NGC7002,NGC7002,,,,315.936667,-49.029750,galaxy,12.38,1.88,23.92,
NGC7006,NGC7006,,,C42,315.371875,16.187528,globular_cluster,10.46,4.20,,caldwell
NGC7007,NGC7007,,,,316.366333,-52.551972,galaxy,11.95,2.31,24.22,
NGC7008,NGC7008,,,,315.136667,54.543194,planetary_nebula,10.70,1.43,,
NGC7009,NGC7009,Saturn Nebula,,C55,316.044958,-11.363250,planetary_nebula,8.00,0.61,,caldwell
NGC7013,NGC7013,,,,315.889917,29.897472,galaxy,11.30,2.75,23.81,
NGC7014,NGC7014,,,,316.967375,-47.179000,galaxy,12.31,1.90,23.71,
NGC7020,NGC7020,,,,317.833708,-64.025333,galaxy,11.74,2.88,24.42,
NGC7029,NGC7029,,,,317.966875,-49.283722,galaxy,11.67,2.16,23.42,
NGC7038,NGC7038,,,,318.781292,-47.220500,galaxy,12.14,2.46,23.34,
NGC7041,NGC7041,,,,319.134917,-48.363556,galaxy,11.30,2.46,23.48,
NGC7048,NGC7048,,,,318.563333,46.288611,planetary_nebula,12.10,1.02,,
NGC7049,NGC7049,,,,319.751250,-48.562167,galaxy,10.55,3.31,23.38,
NGC7059,NGC7059,,,,321.839458,-60.014583,galaxy,12.08,2.50,23.20,
NGC7064,NGC7064,,,,322.262417,-52.767611,galaxy,12.11,2.22,22.99,
NGC7070,NGC7070,,,,322.605625,-43.087111,galaxy,12.31,2.33,23.40,
NGC7070A,NGC7070A,,,,322.947042,-42.847667,galaxy,12.34,1.96,23.72,
NGC7078,NGC7078,,M15,,322.493250,12.166833,globular_cluster,6.30,11.10,,messier;showpiece
NGC7079,NGC7079,,,,323.146875,-44.067556,galaxy,11.65,1.87,23.02,
NGC7080,NGC7080,,,,322.508125,26.717806,galaxy,12.38,1.58,22.94,
NGC7083,NGC7083,,,,323.936208,-63.902833,galaxy,11.24,2.77,22.94,
NGC7089,NGC7089,,M2,,323.362542,-0.823306,globular_cluster,6.25,8.40,,messier;showpiece
NGC7090,NGC7090,,,,324.120250,-54.557333,galaxy,10.87,4.89,23.32,
NGC7095,NGC7095,,,,328.110167,-81.530833,galaxy,11.92,2.46,23.11,
NGC7096,NGC7096,,,,325.330333,-63.908694,galaxy,11.97,2.04,23.19,
NGC7097,NGC7097,,,,325.053792,-42.539389,galaxy,11.70,1.62,22.85,
NGC7098,NGC7098,,,,326.067167,-75.111333,galaxy,11.53,1.34,22.21,
NGC7099,NGC7099,,M30,,325.091750,-23.179083,globular_cluster,7.10,9.00,,messier
NGC7124,NGC7124,,,,327.022458,-50.565222,galaxy,12.22,1.81,23.20,
NGC7125,NGC7125,,,,327.316583,-60.713167,galaxy,12.46,2.39,23.53,
NGC7126,NGC7126,,,,327.325542,-60.609222,galaxy,12.28,1.82,23.02,
NGC7129,NGC7129,,,,325.745958,66.112972,emission_nebula,11.50,2.10,,
NGC7135,NGC7135,,,,327.441708,-34.876278,galaxy,12.19,2.31,23.61,
NGC7137,NGC7137,,,,327.054333,22.159583,galaxy,12.38,1.75,23.02,
NGC7140,NGC7140,,,,328.063792,-55.569667,galaxy,11.68,2.55,23.16,
NGC7144,NGC7144,,,,328.176792,-48.253750,galaxy,11.00,3.31,23.22,
NGC7145,NGC7145,,,,328.334333,-47.882444,galaxy,11.12,1.85,23.15,
NGC7154,NGC7154,,,,328.837667,-34.814139,galaxy,12.48,2.08,23.19,
NGC7155,NGC7155,,,,329.040542,-49.521944,galaxy,12.13,2.03,23.49,
NGC7166,NGC7166,,,,330.137167,-43.389722,galaxy,12.04,0.67,21.30,
NGC7168,NGC7168,,,,330.530833,-51.743083,galaxy,11.90,1.94,23.43,
NGC7171,NGC7171,,,,330.258375,-13.269750,galaxy,12.35,1.79,23.18,
NGC7172,NGC7172,,,,330.507875,-31.869667,galaxy,12.24,2.29,23.61,
NGC7173,NGC7173,,,,330.513292,-31.973694,galaxy,11.98,1.71,23.14,
NGC7174,NGC7174,,,,330.526875,-31.992972,galaxy,12.15,2.35,24.59,
NGC7176,NGC7176,,,,330.535167,-31.989750,galaxy,12.43,1.03,21.59,
NGC7177,NGC7177,,,,330.171833,17.738056,galaxy,11.13,2.39,22.61,
NGC7184,NGC7184,,,,330.665917,-20.812833,galaxy,11.00,3.62,23.13,
NGC7192,NGC7192,,,,331.709000,-64.316250,galaxy,11.28,2.37,23.00,
NGC7196,NGC7196,,,,331.478375,-50.119333,galaxy,12.01,2.41,23.43,
NGC7205,NGC7205,,,,332.142875,-57.442583,galaxy,10.97,2.71,22.55,
NGC7213,NGC7213,,,,332.317958,-47.166611,galaxy,11.15,4.37,23.05,
NGC7217,NGC7217,,,,331.968292,31.359333,galaxy,10.47,4.18,22.93,
NGC7218,NGC7218,,,,332.548792,-16.661000,galaxy,11.91,1.81,22.45,
NGC7221,NGC7221,,,,332.813542,-30.563167,galaxy,12.16,1.88,23.02,
NGC7232,NGC7232,,,,333.908333,-45.850083,galaxy,11.89,1.95,23.56,
NGC7248,NGC7248,,,,334.224750,40.502333,galaxy,12.48,1.25,23.46,
NGC7252,NGC7252,,,,335.186458,-24.678278,galaxy,12.13,1.78,22.88,
NGC7265,NGC7265,,,,335.614333,36.209611,galaxy,12.22,2.13,23.97,
NGC7267,NGC7267,,,,336.090875,-33.694083,galaxy,12.23,1.61,22.76,
NGC7280,NGC7280,,,,336.614917,16.148222,galaxy,12.17,1.65,23.31,
NGC7293,NGC7293,Helix Nebula,,C63,337.410708,-20.837333,planetary_nebula,7.30,16.33,,caldwell
NGC7302,NGC7302,,,,338.099167,-14.120528,galaxy,12.18,1.41,23.07,
NGC7309,NGC7309,,,,338.585792,-10.357000,galaxy,12.50,1.97,23.28,
NGC7314,NGC7314,,,,338.942458,-26.050472,galaxy,11.22,2.96,22.77,
NGC7329,NGC7329,,,,340.100917,-66.478972,galaxy,11.70,2.75,23.36,
NGC7331,NGC7331,,,C30,339.266708,34.415528,galaxy,9.41,6.51,23.08,caldwell
NGC7332,NGC7332,,,,339.352250,23.798333,galaxy,11.05,1.83,22.96,
NGC7339,NGC7339,,,,339.446833,23.786694,galaxy,12.24,2.08,23.46,
NGC7359,NGC7359,,,,341.200000,-23.688083,galaxy,12.45,1.34,23.77,
NGC7361,NGC7361,,,,340.574625,-30.057667,galaxy,12.35,2.00,23.08,
NGC7371,NGC7371,,,,341.515583,-11.001139,galaxy,12.02,2.00,23.01,
NGC7377,NGC7377,,,,341.947917,-22.312111,galaxy,11.19,3.52,23.77,
NGC7380,NGC7380,,,,341.837542,58.132417,emission_nebula,7.20,22.50,,
NGC7385,NGC7385,,,,342.477458,11.608556,galaxy,12.13,1.56,23.44,
NGC7391,NGC7391,,,,342.650542,-1.544833,galaxy,12.05,1.39,22.86,
NGC7392,NGC7392,,,,342.953083,-20.608083,galaxy,11.84,1.72,22.59,
NGC7410,NGC7410,,,,343.753958,-39.661333,galaxy,11.19,3.89,23.36,
NGC7412,NGC7412,,,,343.940625,-42.642028,galaxy,11.33,3.29,23.18,
NGC7416,NGC7416,,,,343.923750,-5.495333,galaxy,12.33,1.84,23.29,
NGC7417,NGC7417,,,,344.456292,-65.038556,galaxy,12.31,1.83,23.37,
NGC7418,NGC7418,,,,344.150667,-37.030083,galaxy,11.04,3.25,23.03,
NGC7421,NGC7421,,,,344.226375,-37.347250,galaxy,11.99,2.17,23.09,
NGC7424,NGC7424,,,,344.326542,-41.070583,galaxy,10.18,3.85,22.75,
NGC7448,NGC7448,,,,345.014958,15.980333,galaxy,11.69,1.44,21.66,
NGC7454,NGC7454,,,,345.277125,16.388361,galaxy,11.86,1.15,22.58,
NGC7456,NGC7456,,,,345.543417,-39.569389,galaxy,11.88,3.46,23.74,
NGC7457,NGC7457,,,,345.249708,30.144944,galaxy,10.98,3.10,23.57,
NGC7462,NGC7462,,,,345.693708,-40.835250,galaxy,12.20,2.92,23.20,
NGC7479,NGC7479,,,C44,346.236042,12.322889,galaxy,11.09,3.19,23.04,caldwell
NGC7492,NGC7492,,,,347.111167,-15.611472,globular_cluster,10.48,3.00,,
NGC7497,NGC7497,,,,347.264208,18.177194,galaxy,12.28,1.86,23.05,
NGC7507,NGC7507,,,,348.031625,-28.539611,galaxy,10.04,3.27,22.87,
NGC7513,NGC7513,,,,348.308458,-28.357500,galaxy,11.80,2.55,23.48,
NGC7515,NGC7515,,,,348.202792,12.679278,galaxy,12.48,1.54,22.95,
NGC7531,NGC7531,,,,348.702083,-43.599944,galaxy,11.25,2.92,23.09,
NGC7538,NGC7538,,,,348.410958,61.512389,emission_nebula,,7.50,,
NGC7541,NGC7541,,,,348.682875,4.534361,galaxy,11.76,2.01,22.75,
NGC7552,NGC7552,,,,349.044833,-42.584750,galaxy,11.45,3.73,22.82,
NGC7562,NGC7562,,,,348.989583,6.687528,galaxy,11.55,1.89,23.16,
NGC7582,NGC7582,,,,349.597917,-42.370556,galaxy,11.03,5.07,23.83,
NGC7585,NGC7585,,,,349.505583,-4.650306,galaxy,11.52,2.23,23.19,
NGC7587,NGC7587,,,,349.496375,9.680194,galaxy,12.06,0.70,23.12,
NGC7590,NGC7590,,,,349.728375,-42.239056,galaxy,12.34,2.13,22.53,
NGC7595,NGC7595,,,,349.625958,9.932417,galaxy,,0.65,,
NGC7599,NGC7599,,,,349.838083,-42.256833,galaxy,11.35,3.19,23.29,
NGC7600,NGC7600,,,,349.724417,-7.580444,galaxy,11.95,1.54,23.20,
NGC7606,NGC7606,,,,349.769917,-8.485083,galaxy,11.00,4.87,23.81,
NGC7619,NGC7619,,,,350.060542,8.206250,galaxy,11.06,2.25,22.99,
NGC7625,NGC7625,,,,350.125542,17.225556,galaxy,12.20,1.46,22.51,
NGC7626,NGC7626,,,,350.177292,8.216972,galaxy,11.12,2.30,23.04,
NGC7632,NGC7632,,,,350.503750,-42.480500,galaxy,12.15,1.93,23.76,
NGC7635,NGC7635,Bubble Nebula,,C11,350.190000,61.212361,emission_nebula,11.00,11.50,,caldwell
NGC7640,NGC7640,,,,350.527417,40.845417,galaxy,11.01,4.88,23.61,
NGC7678,NGC7678,,,,352.116250,22.421194,galaxy,12.14,1.73,22.49,
NGC7689,NGC7689,,,,353.319708,-54.094472,galaxy,10.84,2.54,22.95,
NGC7690,NGC7690,,,,353.260667,-51.698361,galaxy,12.31,1.51,22.70,
NGC7702,NGC7702,,,,353.870333,-56.012278,galaxy,12.15,1.60,23.41,
NGC7711,NGC7711,,,,353.914042,15.301972,galaxy,12.18,1.69,23.70,
NGC7713,NGC7713,,,,354.062458,-37.938083,galaxy,11.18,3.52,22.97,
NGC7716,NGC7716,,,,354.131042,0.297278,galaxy,12.25,1.55,22.75,
NGC7721,NGC7721,,,,354.702708,-6.517861,galaxy,11.68,1.93,22.33,
NGC7723,NGC7723,,,,354.737833,-12.961083,galaxy,11.21,2.80,23.00,
NGC7727,NGC7727,,,,354.973833,-12.292778,galaxy,10.64,3.18,22.97,
NGC7741,NGC7741,,,,355.976542,26.075611,galaxy,11.27,3.00,23.00,
NGC7742,NGC7742,,,,356.065542,10.767083,galaxy,11.58,1.67,22.16,
NGC7743,NGC7743,,,,356.088083,9.934083,galaxy,12.43,2.40,23.22,
NGC7744,NGC7744,,,,356.246833,-42.910917,galaxy,11.85,2.29,23.52,
NGC7755,NGC7755,,,,356.965667,-30.522028,galaxy,11.68,2.99,23.63,
NGC7764,NGC7764,,,,357.724917,-40.728222,galaxy,12.21,1.70,22.56,
NGC7768,NGC7768,,,,357.744083,27.147389,galaxy,12.34,1.21,22.98,
NGC7769,NGC7769,,,,357.766542,20.150417,galaxy,11.79,1.21,21.79,
NGC7771,NGC7771,,,,357.853375,20.111750,galaxy,12.11,1.88,23.34,
NGC7782,NGC7782,,,,358.474542,7.970556,galaxy,12.24,1.92,23.37,
NGC7785,NGC7785,,,,358.829292,5.915833,galaxy,11.60,1.52,22.93,
NGC7793,NGC7793,,,,359.457625,-32.591028,galaxy,9.29,8.23,23.05,
NGC7796,NGC7796,,,,359.749042,-55.458306,galaxy,11.47,2.55,23.49,
NGC7798,NGC7798,,,,359.856250,20.749861,galaxy,12.35,1.39,22.42,
NGC7814,NGC7814,,,C43,0.812042,16.145417,galaxy,10.60,3.12,23.03,caldwell
NGC7817,NGC7817,,,,0.995458,20.752333,galaxy,12.11,2.01,23.00,
NGC7822,NGC7822,,,,0.897292,67.161639,emission_nebula,,12.00,,
C009,C009,Cave Nebula,,,344.475000,62.518333,emission_nebula,,40.00,,
ESO097-013,ESO097-013,Circinus Galaxy,,,213.291458,-65.339222,galaxy,10.56,6.49,24.94,
ESO107-004,ESO107-004,,,,315.873417,-67.181333,galaxy,11.97,1.94,23.38,
ESO121-026,ESO121-026,,,,95.411458,-59.739917,galaxy,11.94,2.09,22.99,
ESO138-010,ESO138-010,,,,254.762292,-60.216028,galaxy,11.42,4.74,23.85,
ESO142-019,ESO142-019,,,,293.329000,-58.114250,galaxy,11.93,1.75,23.32,
ESO183-030,ESO183-030,,,,284.233083,-54.545444,galaxy,11.67,2.15,23.19,
ESO185-054,ESO185-054,,,,300.862625,-55.947167,galaxy,11.24,1.48,22.52,
ESO208-021,ESO208-021,,,,113.484375,-50.443028,galaxy,11.22,3.27,23.81,
ESO213-011,ESO213-011,,,,154.231333,-48.881083,galaxy,11.87,2.82,23.27,
ESO221-026,ESO221-026,,,,212.099208,-47.970472,galaxy,11.06,2.67,23.42,
ESO265-007,ESO265-007,,,,166.956542,-46.524306,galaxy,11.38,2.97,23.35,
