id,name,common_name,messier_id,caldwell_id,ra_deg,dec_deg,type,mag,size_arcmin,surface_brightness,tags
NGC0976,NGC0976,,,,38.500083,20.976778,galaxy,12.41,1.49,22.86,
NGC0986,NGC0986,,,,38.393125,-39.045056,galaxy,10.91,3.40,23.15,
NGC0988,NGC0988,,,,38.865625,-9.356194,galaxy,11.21,3.03,22.09,
NGC0990,NGC0990,,,,39.075875,11.642083,galaxy,12.46,1.30,23.21,
NGC1003,NGC1003,,,,39.820375,40.872306,galaxy,11.51,2.15,22.34,
NGC1015,NGC1015,,,,39.548167,-1.318694,galaxy,12.47,1.83,23.55,
NGC1016,NGC1016,,,,39.581500,2.119250,galaxy,11.64,1.81,23.26,
NGC1022,NGC1022,,,,39.636292,-6.677417,galaxy,11.35,2.05,22.66,
NGC1023,NGC1023,,,,40.100042,39.063278,galaxy,9.47,5.23,22.59,
NGC1024,NGC1024,,,,39.799833,10.846833,galaxy,12.30,1.96,23.61,
NGC1032,NGC1032,,,,39.848500,1.093778,galaxy,11.67,2.22,23.75,
NGC1042,NGC1042,,,,40.099875,-8.433556,galaxy,11.22,3.00,22.81,
NGC1052,NGC1052,,,,40.270000,-8.255778,galaxy,11.04,2.50,22.65,
NGC1055,NGC1055,,,,40.438458,0.443167,galaxy,10.60,5.22,23.87,
NGC1056,NGC1056,,,,40.701250,28.574194,galaxy,12.35,1.62,23.36,
NGC1058,NGC1058,,,,40.875000,37.341333,galaxy,11.25,1.92,22.16,
NGC1060,NGC1060,,,,40.812708,32.424972,galaxy,11.82,2.05,23.61,
NGC1068,NGC1068,,M77,,40.669625,-0.013278,galaxy,9.29,5.86,22.35,messier
NGC1073,NGC1073,,,,40.918833,1.376111,galaxy,11.05,2.88,22.78,
NGC1079,NGC1079,,,,40.934750,-29.003361,galaxy,11.44,2.07,22.99,
NGC1084,NGC1084,,,,41.499625,-7.578472,galaxy,10.60,2.83,22.24,
NGC1087,NGC1087,,,,41.604833,-0.498639,galaxy,11.02,2.39,22.20,
NGC1090,NGC1090,,,,41.641417,-0.247167,galaxy,11.97,2.38,23.32,
NGC1097,NGC1097,,,C67,41.579375,-30.274889,galaxy,9.76,8.51,23.63,caldwell
NGC1107,NGC1107,,,,42.331708,8.092639,galaxy,12.22,1.72,23.59,
NGC1132,NGC1132,,,,43.216292,-1.274694,galaxy,12.30,1.31,23.50,
NGC1140,NGC1140,,,,43.639917,-10.027750,galaxy,12.43,1.52,22.43,
NGC1145,NGC1145,,,,43.639625,-18.635083,galaxy,12.47,2.06,23.83,
NGC1156,NGC1156,,,,44.926250,25.237833,galaxy,11.63,2.65,22.96,
NGC1161,NGC1161,,,,45.308875,44.897333,galaxy,11.89,2.27,23.00,
NGC1169,NGC1169,,,,45.894792,46.386361,galaxy,11.41,2.63,23.32,
NGC1172,NGC1172,,,,45.400208,-14.836583,galaxy,11.75,1.96,23.40,
NGC1174,NGC1174,,,,46.378583,42.835500,galaxy,12.35,2.50,23.13,
NGC1179,NGC1179,,,,45.660333,-18.897778,galaxy,12.00,3.09,23.90,
NGC1184,NGC1184,,,,49.187625,80.793333,galaxy,12.19,2.21,24.25,
NGC1187,NGC1187,,,,45.656625,-22.867167,galaxy,10.92,3.58,22.93,
NGC1199,NGC1199,,,,45.910042,-15.613194,galaxy,11.43,2.58,23.51,
NGC1201,NGC1201,,,,46.033250,-26.069639,galaxy,10.81,2.69,23.08,
NGC1209,NGC1209,,,,46.512583,-15.611250,galaxy,11.38,1.59,22.91,
NGC1211,NGC1211,,,,46.718417,-0.794472,galaxy,12.35,1.22,22.78,
NGC1232,NGC1232,,,,47.439625,-20.579306,galaxy,10.11,6.28,23.33,
NGC1247,NGC1247,,,,48.059667,-10.481111,galaxy,12.48,2.04,23.57,
NGC1249,NGC1249,,,,47.505125,-53.335750,galaxy,11.77,2.54,22.94,
NGC1253,NGC1253,,,,48.537708,-2.822944,galaxy,11.78,3.22,23.53,
NGC1255,NGC1255,,,,48.383500,-25.725167,galaxy,11.17,3.15,22.91,
NGC1261,NGC1261,,,C87,48.063917,-55.216806,globular_cluster,8.63,5.10,,caldwell
NGC1265,NGC1265,,,,49.565250,41.857750,galaxy,11.92,1.76,23.30,
NGC1269,NGC1269,,,,49.327458,-41.108056,galaxy,8.70,10.55,23.36,
NGC1272,NGC1272,,,,49.838708,41.490639,galaxy,11.88,1.90,23.81,
NGC1275,NGC1275,Perseus A,,C24,49.950667,41.511694,galaxy,12.24,1.81,23.00,caldwell
NGC1278,NGC1278,,,,49.975625,41.563389,galaxy,12.45,1.36,23.25,
NGC1288,NGC1288,,,,49.304958,-32.575889,galaxy,12.17,2.01,23.17,
NGC1292,NGC1292,,,,49.562042,-27.610333,galaxy,12.13,2.06,23.17,
NGC1300,NGC1300,,,,49.921167,-19.411361,galaxy,10.52,4.51,23.30,
NGC1302,NGC1302,,,,49.963250,-26.060444,galaxy,10.63,4.08,23.46,
NGC1305,NGC1305,,,,50.345708,-2.316833,galaxy,11.97,1.14,22.28,
NGC1309,NGC1309,,,,50.527333,-15.400056,galaxy,11.58,2.32,22.54,
NGC1310,NGC1310,,,,50.264292,-37.101694,galaxy,12.10,1.84,22.69,
NGC1313,NGC1313,,,,49.566875,-66.498250,galaxy,9.49,10.11,23.44,
NGC1316,NGC1316,Fornax A,,,50.673833,-37.208222,galaxy,8.48,10.59,23.77,
NGC1317,NGC1317,Fornax B,,,50.684542,-37.103694,galaxy,10.88,2.84,22.96,
NGC1325,NGC1325,,,,51.106542,-21.544028,galaxy,11.54,2.91,23.36,
NGC1326,NGC1326,,,,50.985000,-36.464667,galaxy,10.45,3.61,23.26,
NGC1332,NGC1332,,,,51.571875,-21.335222,galaxy,10.36,4.57,23.55,
NGC1333,NGC1333,,,,52.230000,31.370000,emission_nebula,10.90,19.50,,
NGC1336,NGC1336,,,,51.634125,-35.713556,galaxy,12.31,1.69,23.36,
NGC1339,NGC1339,,,,52.027417,-32.286111,galaxy,11.75,1.74,22.89,
NGC1340,NGC1340,,,,52.081958,-31.068167,galaxy,10.37,4.12,23.60,
NGC1341,NGC1341,,,,51.993417,-37.150000,galaxy,12.42,1.25,22.28,
NGC1343,NGC1343,,,,54.457083,72.571333,galaxy,12.37,1.72,23.71,
NGC1350,NGC1350,,,,52.783833,-33.628639,galaxy,10.31,3.89,23.06,
NGC1351,NGC1351,,,,52.645750,-34.853944,galaxy,11.46,2.80,23.82,
NGC1353,NGC1353,,,,53.012583,-20.819167,galaxy,11.46,2.56,23.25,
NGC1357,NGC1357,,,,53.321167,-13.664139,galaxy,11.44,2.96,23.60,
NGC1359,NGC1359,,,,53.448792,-19.492056,galaxy,12.35,1.33,22.11,
NGC1360,NGC1360,,,,53.311042,-25.871722,planetary_nebula,9.40,6.42,,
NGC1365,NGC1365,,,,53.401542,-36.140389,galaxy,10.10,9.08,24.01,
NGC1366,NGC1366,,,,53.473667,-31.194111,galaxy,11.91,1.49,23.04,
NGC1367,NGC1367,,,,53.755583,-24.933222,galaxy,10.66,4.07,23.57,
NGC1374,NGC1374,,,,53.819125,-35.226250,galaxy,11.14,2.75,23.16,
NGC1375,NGC1375,,,,53.820083,-35.265667,galaxy,12.39,1.64,23.65,
NGC1379,NGC1379,,,,54.016458,-35.441194,galaxy,11.02,2.60,22.84,
NGC1380,NGC1380,,,,54.114958,-34.976222,galaxy,9.94,3.40,22.90,
NGC1380A,NGC1380A,,,,54.197917,-34.739722,galaxy,12.39,1.77,24.15,
NGC1381,NGC1381,,,,54.132000,-35.295194,galaxy,11.47,1.75,23.12,
NGC1383,NGC1383,,,,54.413500,-18.339472,galaxy,12.50,1.41,23.67,
NGC1385,NGC1385,,,,54.370208,-24.500306,galaxy,11.03,2.76,22.46,
NGC1386,NGC1386,,,,54.192417,-35.999417,galaxy,11.86,2.47,23.50,
NGC1387,NGC1387,,,,54.237750,-35.506639,galaxy,10.75,2.95,22.92,
NGC1389,NGC1389,,,,54.299083,-35.745583,galaxy,11.51,2.00,23.19,
NGC1393,NGC1393,,,,54.660750,-18.427972,galaxy,12.06,1.55,23.11,
NGC1395,NGC1395,,,,54.623958,-23.027528,galaxy,9.65,4.34,22.83,
NGC1398,NGC1398,,,,54.717208,-26.337833,galaxy,9.55,5.93,23.28,
NGC1399,NGC1399,,,,54.620958,-35.450667,galaxy,9.40,8.10,23.95,
NGC1400,NGC1400,,,,54.878500,-18.688083,galaxy,11.06,2.67,23.05,
NGC1401,NGC1401,,,,54.841042,-22.724694,galaxy,12.29,1.68,23.72,
NGC1404,NGC1404,,,,54.716333,-35.594389,galaxy,9.93,4.70,23.26,
NGC1406,NGC1406,,,,54.847083,-31.321417,galaxy,11.82,2.70,23.20,
NGC1407,NGC1407,,,,55.049417,-18.580111,galaxy,9.65,5.50,23.36,
NGC1411,NGC1411,,,,54.686958,-44.100611,galaxy,11.19,2.10,22.86,
NGC1415,NGC1415,,,,55.236917,-22.564472,galaxy,11.53,2.62,23.94,
NGC1417,NGC1417,,,,55.489250,-4.704861,galaxy,12.08,1.94,23.10,
NGC1421,NGC1421,,,,55.622000,-13.488028,galaxy,11.52,2.15,22.32,
NGC1425,NGC1425,,,,55.547792,-29.893333,galaxy,10.70,3.53,22.92,
NGC1426,NGC1426,,,,55.704625,-22.108361,galaxy,11.47,2.39,23.40,
NGC1427,NGC1427,,,,55.580917,-35.392556,galaxy,10.88,3.60,23.80,
NGC1432,NGC1432,Maia Nebula,,,56.456625,24.367861,emission_nebula,,50.00,,
NGC1433,NGC1433,,,,55.506458,-47.222083,galaxy,9.95,4.58,23.12,
NGC1436,NGC1436,,,,55.904500,-35.853028,galaxy,11.69,2.53,23.33,
NGC1438,NGC1438,,,,56.321792,-23.002472,galaxy,12.44,1.49,23.17,
NGC1439,NGC1439,,,,56.208125,-21.920556,galaxy,11.39,2.90,23.52,
NGC1440,NGC1440,,,,56.262125,-18.266028,galaxy,11.63,2.31,23.48,
NGC1448,NGC1448,,,,56.133000,-44.644833,galaxy,10.94,4.77,23.27,
NGC1452,NGC1452,,,,56.342958,-18.633639,galaxy,11.84,2.08,23.35,
NGC1453,NGC1453,,,,56.613542,-3.968778,galaxy,11.41,2.17,23.39,
NGC1461,NGC1461,,,,57.113083,-16.392889,galaxy,11.81,1.88,23.80,
NGC1466,NGC1466,,,,56.138958,-71.671583,globular_cluster,11.59,3.50,,
NGC1482,NGC1482,,,,58.662333,-20.502667,galaxy,12.14,1.94,23.73,
NGC1485,NGC1485,,,,61.266417,70.996528,galaxy,12.37,1.46,23.11,
NGC1487NED01,NGC1487 NED01,,,,58.939042,-42.367694,galaxy,11.90,2.19,22.34,
NGC1487NED02,NGC1487 NED02,,,,58.946542,-42.368583,galaxy,11.68,2.71,23.22,
NGC1491,NGC1491,,,,60.806500,51.316083,emission_nebula,,7.50,,
NGC1493,NGC1493,,,,59.364292,-46.210694,galaxy,11.44,3.31,23.19,
NGC1494,NGC1494,,,,59.428750,-48.908083,galaxy,11.95,2.69,23.17,
NGC1501,NGC1501,,,,61.747375,60.920694,planetary_nebula,11.50,0.87,,
NGC1507,NGC1507,,,,61.113375,-2.188583,galaxy,12.41,2.29,23.08,
NGC1511,NGC1511,,,,59.904083,-67.634250,galaxy,11.30,2.56,22.91,
NGC1512,NGC1512,,,,60.976167,-43.348861,galaxy,10.37,6.22,24.11,
NGC1514,NGC1514,,,,62.320625,30.775917,planetary_nebula,10.19,2.20,,
NGC1515,NGC1515,,,,61.011333,-54.100056,galaxy,10.99,3.38,23.25,
NGC1518,NGC1518,,,,61.707167,-21.172639,galaxy,11.79,2.39,22.80,
NGC1521,NGC1521,,,,62.078875,-21.051972,galaxy,11.57,2.63,23.82,
NGC1527,NGC1527,,,,62.100583,-47.897028,galaxy,10.80,3.19,23.68,
NGC1530,NGC1530,,,,65.862917,75.295583,galaxy,11.70,1.43,22.14,
NGC1530A,NGC1530A,,,,71.118750,75.639750,galaxy,12.43,1.42,22.77,
NGC1531,NGC1531,,,,62.997167,-32.850806,galaxy,12.13,1.20,22.46,
NGC1532,NGC1532,,,,63.018042,-32.874222,galaxy,10.13,7.18,23.78,
NGC1533,NGC1533,,,,62.466000,-56.118444,galaxy,10.65,2.66,23.08,
NGC1535,NGC1535,,,,63.565708,-12.739389,planetary_nebula,9.60,0.85,,
NGC1537,NGC1537,,,,63.419625,-31.645417,galaxy,10.72,3.55,23.50,
NGC1543,NGC1543,,,,63.180208,-57.737972,galaxy,10.17,2.26,22.94,
NGC1546,NGC1546,,,,63.652250,-56.060806,galaxy,11.35,3.11,23.59,
NGC1549,NGC1549,,,,63.938042,-55.592250,galaxy,9.75,4.72,23.08,
NGC1550,NGC1550,,,,64.908042,2.409472,galaxy,12.08,1.64,23.23,
NGC1553,NGC1553,,,,64.043625,-55.780139,galaxy,9.31,5.27,22.99,
NGC1559,NGC1559,,,,64.399042,-62.783667,galaxy,10.60,3.19,22.32,
NGC1560,NGC1560,,,,68.204542,71.883111,galaxy,11.50,4.99,24.08,
NGC1566,NGC1566,,,,65.001750,-54.937806,galaxy,9.73,6.12,23.03,
NGC1569,NGC1569,,,,67.704417,64.847944,galaxy,11.11,3.04,22.96,
NGC1572,NGC1572,,,,65.678375,-40.600917,galaxy,12.47,1.15,22.53,
NGC1573,NGC1573,,,,68.766625,73.262417,galaxy,11.79,1.64,23.17,
NGC1574,NGC1574,,,,65.495083,-56.974750,galaxy,10.24,3.22,23.10,
NGC1579,NGC1579,,,,67.557500,35.269444,emission_nebula,,10.20,,
NGC1587,NGC1587,,,,67.666417,0.661583,galaxy,11.70,1.78,23.17,
NGC1589,NGC1589,,,,67.689333,0.863667,galaxy,11.81,2.02,23.28,
NGC1596,NGC1596,,,,66.908792,-55.027806,galaxy,11.14,2.45,23.59,
NGC1600,NGC1600,,,,67.916417,-5.086250,galaxy,10.97,2.67,23.39,
NGC1615,NGC1615,,,,69.004333,19.950333,galaxy,12.01,1.04,21.37,
NGC1617,NGC1617,,,,67.914708,-54.602278,galaxy,10.37,3.87,23.17,
NGC1620,NGC1620,,,,69.155625,-0.143611,galaxy,12.08,2.19,23.27,
NGC1624,NGC1624,,,,70.152083,50.461667,emission_nebula,11.80,3.00,,
NGC1625,NGC1625,,,,69.276083,-3.303500,galaxy,12.40,1.56,22.86,
NGC1637,NGC1637,,,,70.367417,-2.857972,galaxy,10.85,2.96,22.68,
NGC1638,NGC1638,,,,70.402125,-1.809028,galaxy,12.24,1.67,23.43,
NGC1640,NGC1640,,,,70.560500,-20.434778,galaxy,11.69,2.66,23.30,
NGC1651,NGC1651,,,,69.384458,-70.585861,globular_cluster,12.28,2.70,,
NGC1653,NGC1653,,,,71.447292,-2.392833,galaxy,11.97,1.73,23.06,
NGC1667,NGC1667,,,,72.154750,-6.319972,galaxy,12.15,1.68,22.68,
NGC1672,NGC1672,,,,71.427083,-59.247194,galaxy,10.16,5.80,22.93,
NGC1679,NGC1679,,,,72.477667,-31.964667,galaxy,11.62,2.65,23.54,
NGC1688,NGC1688,,,,72.099125,-59.800333,galaxy,11.85,2.07,22.47,
NGC1695,NGC1695,,,,71.935333,-69.373750,globular_cluster,12.16,1.35,,
NGC1698,NGC1698,,,,72.271042,-69.115083,globular_cluster,12.07,1.45,,
NGC1700,NGC1700,,,,74.234625,-4.865778,galaxy,11.16,2.54,23.34,
NGC1703,NGC1703,,,,73.217292,-59.742250,galaxy,11.69,2.59,22.85,
NGC1705,NGC1705,,,,73.556250,-53.361056,galaxy,12.46,1.66,22.89,
NGC1711,NGC1711,,,,72.650542,-69.985444,globular_cluster,11.10,3.40,,
NGC1714,NGC1714,,,,73.036875,-66.923389,emission_nebula,11.61,1.10,,
NGC1722,NGC1722,,,,73.002500,-69.375000,emission_nebula,,2.30,,
NGC1723,NGC1723,,,,74.857875,-10.980694,galaxy,12.03,2.46,,
NGC1726,NGC1726,,,,74.924583,-7.755250,galaxy,11.65,2.36,23.71,
NGC1727,NGC1727,,,,73.053208,-69.338917,emission_nebula,,2.40,,
NGC1737,NGC1737,,,,73.498792,-69.174556,emission_nebula,,1.02,,
NGC1744,NGC1744,,,,74.990833,-26.022222,galaxy,11.50,3.64,23.23,
NGC1751,NGC1751,,,,73.552417,-69.805833,globular_cluster,11.73,1.55,,
NGC1752,NGC1752,,,,75.539542,-8.240861,galaxy,12.40,1.89,23.36,
NGC1754,NGC1754,,,,73.578958,-70.442472,globular_cluster,11.57,1.60,,
NGC1755,NGC1755,,,,73.811958,-68.204056,globular_cluster,9.85,2.05,,
NGC1756,NGC1756,,,,73.707625,-69.237639,globular_cluster,12.24,1.35,,
NGC1760,NGC1760,,,,74.184875,-66.527333,emission_nebula,,3.60,,
NGC1763,NGC1763,,,,74.204958,-66.409083,emission_nebula,9.40,4.40,,
NGC1770,NGC1770,,,,74.315458,-68.418083,emission_nebula,,4.10,,
NGC1779,NGC1779,,,,76.325292,-9.147139,galaxy,12.10,1.93,23.75,
NGC1783,NGC1783,,,,74.786708,-65.987278,globular_cluster,10.93,5.00,,
NGC1784,NGC1784,,,,76.362917,-11.871528,galaxy,11.60,2.90,23.54,
NGC1786,NGC1786,,,,74.782583,-67.745222,globular_cluster,10.10,2.00,,
NGC1792,NGC1792,,,,76.310208,-37.980750,galaxy,10.16,4.14,22.68,
NGC1796,NGC1796,,,,75.677292,-61.140056,galaxy,12.43,1.44,22.44,
NGC1801,NGC1801,,,,75.143792,-69.613750,globular_cluster,12.16,2.05,,
NGC1805,NGC1805,,,,75.588833,-66.112250,globular_cluster,,1.70,,
NGC1806,NGC1806,,,,75.551542,-67.985750,globular_cluster,11.10,2.50,,
NGC1808,NGC1808,,,,76.926417,-37.513056,galaxy,10.21,3.62,22.74,
NGC1809,NGC1809,,,,75.520875,-69.568278,galaxy,12.34,2.59,24.02,
NGC1818,NGC1818,,,,76.061500,-66.434500,globular_cluster,9.70,2.90,,
NGC1829,NGC1829,,,,76.250000,-68.059250,emission_nebula,,1.70,,
NGC1831,NGC1831,,,,76.569667,-64.917500,globular_cluster,11.18,3.50,,
NGC1832,NGC1832,,,,78.013875,-15.687806,galaxy,11.54,1.70,21.60,
NGC1833,NGC1833,,,,76.102125,-70.728056,emission_nebula,,1.35,,
NGC1835,NGC1835,,,,76.277417,-69.403861,globular_cluster,10.60,2.15,,
NGC1841,NGC1841,,,,71.347292,-83.999056,globular_cluster,11.43,4.00,,
NGC1846,NGC1846,,,,76.891417,-67.461472,globular_cluster,11.31,3.80,,
NGC1850,NGC1850,,,,77.186375,-68.761667,globular_cluster,8.96,3.00,,
NGC1851,NGC1851,,,C73,78.528042,-40.046611,globular_cluster,7.23,9.00,,caldwell
NGC1852,NGC1852,,,,77.349125,-67.776250,globular_cluster,12.01,1.90,,
NGC1854,NGC1854,,,,77.332875,-68.847361,globular_cluster,10.39,2.30,,
NGC1856,NGC1856,,,,77.372375,-69.127583,globular_cluster,10.06,2.55,,
NGC1858,NGC1858,,,,77.466417,-68.891250,emission_nebula,9.88,3.50,,
NGC1866,NGC1866,,,,78.412917,-65.465583,globular_cluster,9.73,5.50,,
NGC1868,NGC1868,,,,78.651250,-63.954500,globular_cluster,11.57,2.70,,
NGC1869,NGC1869,,,,78.484667,-67.379389,emission_nebula,,1.70,,
NGC1870,NGC1870,,,,78.291250,-69.116944,globular_cluster,11.26,1.05,,
NGC1871,NGC1871,,,,78.465667,-67.452639,emission_nebula,10.09,1.95,,
NGC1872,NGC1872,,,,78.294875,-69.311583,globular_cluster,11.04,1.70,,
NGC1873,NGC1873,,,,78.481958,-67.334361,emission_nebula,10.44,2.50,,
NGC1876,NGC1876,,,,78.327625,-69.362139,emission_nebula,11.71,1.50,,
NGC1888,NGC1888,,,,80.643542,-11.499528,galaxy,11.92,2.31,23.36,
NGC1892,NGC1892,,,,79.287708,-64.959750,galaxy,12.29,2.20,23.21,
NGC1899,NGC1899,,,,79.452792,-67.900722,emission_nebula,,1.05,,
NGC1903,NGC1903,,,,79.342917,-69.335306,globular_cluster,11.86,1.90,,
NGC1904,NGC1904,,M79,,81.044125,-24.524222,globular_cluster,8.16,7.20,,messier
NGC1910,NGC1910,,,,79.679458,-69.231917,emission_nebula,9.65,3.20,,
NGC1914,NGC1914,,,,79.415667,-71.255861,emission_nebula,12.01,1.35,,
NGC1916,NGC1916,,,,79.651958,-69.406806,globular_cluster,10.38,2.10,,
NGC1917,NGC1917,,,,79.758208,-68.998972,globular_cluster,12.33,1.70,,
NGC1918,NGC1918,,,,79.779125,-69.662444,supernova_remnant,,2.80,,
NGC1923,NGC1923,,,,80.391917,-65.486722,emission_nebula,11.24,0.90,,
NGC1926,NGC1926,,,,80.147625,-69.525278,globular_cluster,11.79,1.30,,
NGC1930,NGC1930,,,,81.486667,-46.728472,galaxy,12.37,1.57,23.56,
NGC1931,NGC1931,,,,82.855625,34.246556,emission_nebula,10.10,4.80,,
NGC1934,NGC1934,,,,80.449542,-67.937167,emission_nebula,10.50,1.60,,
NGC1935,NGC1935,,,,80.494625,-67.957389,emission_nebula,,1.20,,
NGC1939,NGC1939,,,,80.360875,-69.949750,globular_cluster,11.83,1.35,,
NGC1940,NGC1940,,,,80.682250,-67.186556,globular_cluster,11.91,1.20,,
NGC1941,NGC1941,,,,80.782083,-66.378639,emission_nebula,12.00,0.85,,
NGC1943,NGC1943,,,,80.619750,-70.154861,globular_cluster,11.88,1.05,,
NGC1944,NGC1944,,,,80.489292,-72.494083,globular_cluster,11.84,2.70,,
NGC1947,NGC1947,,,,81.698375,-63.760028,galaxy,10.47,3.33,23.11,
NGC1948,NGC1948,,,,81.442667,-66.266806,emission_nebula,10.61,6.35,,
NGC1952,NGC1952,Crab Nebula,M1,,83.633208,22.014472,supernova_remnant,8.40,6.00,,messier
NGC1953,NGC1953,,,,81.365875,-68.838306,globular_cluster,11.74,1.20,,
NGC1954,NGC1954,,,,83.201375,-14.062778,galaxy,12.04,2.74,23.56,
NGC1955,NGC1955,,,,81.541500,-67.497389,emission_nebula,8.87,3.80,,
NGC1961,NGC1961,,,,85.519375,69.378444,galaxy,11.54,3.76,23.47,
NGC1964,NGC1964,,,,83.340667,-21.945778,galaxy,10.91,3.75,23.25,
NGC1976,NGC1976,Great Orion Nebula,M42,,83.818667,-5.389667,emission_nebula,4.00,75.00,,messier;showpiece
NGC1977,NGC1977,the Running Man Nebula,,,83.815833,-4.844333,emission_nebula,,10.20,,
NGC1978,NGC1978,,,,82.188042,-66.235917,globular_cluster,10.70,3.35,,
NGC1980,NGC1980,Lower Sword,,,83.858292,-5.909889,emission_nebula,2.50,9.30,,
NGC1981,NGC1981,Upper Sword,,,83.789958,-4.425056,emission_nebula,4.20,9.00,,
NGC1982,NGC1982,Mairan's Nebula,M43,,83.880750,-5.267472,emission_nebula,9.00,17.50,,messier
NGC1986,NGC1986,,,,81.908667,-69.973639,globular_cluster,11.07,2.60,,
NGC1987,NGC1987,,,,81.821458,-70.737361,globular_cluster,12.10,1.70,,
NGC2002,NGC2002,,,,82.586250,-66.885000,globular_cluster,10.84,1.80,,
NGC2003,NGC2003,,,,82.730000,-66.466556,globular_cluster,11.30,1.55,,
NGC2004,NGC2004,,,,82.678125,-67.286444,globular_cluster,9.60,2.90,,
NGC2005,NGC2005,,,,82.545208,-69.752417,globular_cluster,11.57,1.60,,
NGC2018,NGC2018,,,,82.853708,-71.069056,emission_nebula,10.89,2.25,,
NGC2019,NGC2019,,,,82.986083,-70.159583,globular_cluster,10.86,1.50,,
NGC2030,NGC2030,,,,83.748917,-67.556361,emission_nebula,12.29,1.70,,
NGC2031,NGC2031,,,,83.424250,-70.986778,globular_cluster,10.83,3.05,,
NGC2032,NGC2032,,,,83.835917,-67.568444,emission_nebula,,2.10,,
NGC2041,NGC2041,,,,84.116875,-66.989778,globular_cluster,10.36,2.60,,
NGC2060,NGC2060,,,,84.445417,-69.171667,supernova_remnant,9.59,2.10,,
NGC2070,NGC2070,30 Dor Cluster,,C103,84.676500,-69.100889,emission_nebula,7.25,16.00,,caldwell
NGC2071,NGC2071,,,,86.780250,0.294250,emission_nebula,8.00,6.00,,
NGC2074,NGC2074,,,,84.764917,-69.498111,emission_nebula,8.50,3.70,,
NGC2075,NGC2075,,,,84.588958,-70.685028,emission_nebula,11.47,2.00,,
NGC2079,NGC2079,,,,84.906667,-69.757194,emission_nebula,11.81,1.02,,
NGC2080,NGC2080,,,,84.940917,-69.644111,emission_nebula,10.42,1.60,,
NGC2081,NGC2081,,,,84.997458,-69.405889,emission_nebula,,7.25,,
NGC2082,NGC2082,,,,85.463000,-64.301139,galaxy,12.19,1.96,22.97,
NGC2090,NGC2090,,,,86.757875,-34.250611,galaxy,10.92,3.07,22.69,
NGC2100,NGC2100,,,,85.537792,-69.211833,globular_cluster,9.60,2.50,,
NGC2103,NGC2103,,,,85.418125,-71.333139,emission_nebula,10.82,3.75,,
NGC2105,NGC2105,,,,86.079917,-66.917611,globular_cluster,12.19,1.60,,
NGC2108,NGC2108,,,,85.986958,-69.182111,globular_cluster,12.32,1.80,,
NGC2113,NGC2113,,,,86.352375,-69.774167,emission_nebula,,1.10,,
NGC2121,NGC2121,,,,87.053500,-71.479778,globular_cluster,12.37,2.45,,
NGC2122,NGC2122,,,,87.218792,-70.070083,emission_nebula,10.43,5.50,,
NGC2130,NGC2130,,,,88.098833,-67.334111,globular_cluster,12.10,1.35,,
NGC2134,NGC2134,,,,87.990417,-71.097583,globular_cluster,11.05,2.80,,
NGC2135,NGC2135,,,,88.397625,-67.429528,globular_cluster,12.05,1.50,,
NGC2136,NGC2136,,,,88.240625,-69.492750,globular_cluster,10.70,2.65,,
NGC2139,NGC2139,,,,90.282542,-23.672639,galaxy,11.66,2.55,22.80,
NGC2146,NGC2146,,,,94.657125,78.357028,galaxy,10.69,4.81,22.76,
NGC2154,NGC2154,,,,89.406208,-67.263778,globular_cluster,11.79,2.40,,
NGC2156,NGC2156,,,,89.457000,-68.460806,globular_cluster,11.38,2.10,,
NGC2157,NGC2157,,,,89.394917,-69.197222,globular_cluster,10.16,2.80,,
NGC2159,NGC2159,,,,89.516167,-68.622917,globular_cluster,11.38,1.90,,
NGC2164,NGC2164,,,,89.734417,-68.515889,globular_cluster,10.34,2.80,,
NGC2173,NGC2173,,,,89.495333,-72.974528,globular_cluster,11.88,2.60,,
NGC2175,NGC2175,,,,92.414792,20.487583,emission_nebula,6.80,5.40,,
NGC2179,NGC2179,,,,92.009250,-21.746694,galaxy,12.35,1.71,23.39,
NGC2183,NGC2183,,,,92.695542,-6.211833,emission_nebula,15.15,12.00,,
NGC2188,NGC2188,,,,92.539708,-34.106194,galaxy,11.67,3.38,23.26,
NGC2191,NGC2191,,,,92.099458,-52.512306,galaxy,12.30,1.31,23.16,
NGC2196,NGC2196,,,,93.040208,-21.805944,galaxy,11.19,2.46,22.78,
NGC2203,NGC2203,,,,91.177292,-75.438417,globular_cluster,11.29,3.20,,
NGC2206,NGC2206,,,,93.999333,-26.765472,galaxy,12.23,1.76,22.96,
NGC2207,NGC2207,,,,94.091792,-21.372667,galaxy,11.06,3.79,23.84,
NGC2210,NGC2210,,,,92.880667,-69.121389,globular_cluster,10.94,3.30,,
NGC2217,NGC2217,,,,95.415750,-27.233750,galaxy,10.57,4.38,23.69,
NGC2223,NGC2223,,,,96.149625,-22.838250,galaxy,11.87,2.54,23.36,
NGC2227,NGC2227,,,,96.491583,-22.004833,galaxy,12.15,1.74,22.86,
NGC2238,NGC2238,Rosette Nebula,,C49,97.668208,5.013056,emission_nebula,6.00,70.00,,caldwell
NGC2239,NGC2239,,,C49,97.981500,4.942944,emission_nebula,4.80,9.30,,caldwell
NGC2249,NGC2249,,,,96.456542,-68.919778,globular_cluster,12.23,2.30,,
NGC2258,NGC2258,,,,101.940833,74.481667,galaxy,11.87,2.46,24.13,
